time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-09-06,17.3,9.5,20.6,0.2,,0.0,19.3,,1018.9,
2018-09-07,16.1,13.6,23.9,4.0,,351.0,17.6,,1013.8,
2018-09-08,12.5,11.9,15.2,32.0,,210.0,27.0,,1016.4,
2018-09-09,17.1,8.4,23.8,1.0,,269.0,21.1,,1018.6,
2018-09-10,15.5,12.3,19.1,0.0,,159.0,15.5,,1024.0,
2018-09-11,17.6,13.1,22.7,0.0,,3.0,22.1,,1020.7,
2018-09-12,19.3,12.5,26.6,0.0,,16.0,18.9,,1014.2,
2018-09-13,15.8,13.5,19.9,0.0,,192.0,21.4,,1019.0,
2018-09-14,18.9,14.2,24.8,0.0,,359.0,13.6,,1016.4,
2018-09-15,21.0,12.1,33.0,0.0,,312.0,22.7,,1007.0,
2018-09-16,12.1,9.3,15.7,0.0,,209.0,30.6,,1018.1,
2018-09-17,14.3,7.1,18.5,0.0,,11.0,18.0,,1022.9,
2018-09-18,18.8,9.3,23.8,0.0,,10.0,20.6,,1016.4,
2018-09-19,18.4,12.4,29.6,0.0,,291.0,24.3,,1009.6,
2018-09-20,12.4,10.5,16.1,8.4,,201.0,18.9,,1019.5,
2018-09-21,15.5,7.7,20.3,0.2,,352.0,14.6,,1026.3,
2018-09-22,17.4,9.4,23.5,0.0,,351.0,13.8,,1025.2,
2018-09-23,15.1,13.9,19.1,0.0,,185.0,28.3,,1025.3,
2018-09-24,12.6,11.9,16.4,0.2,,188.0,30.7,,1029.0,
2018-09-25,14.7,9.5,17.8,0.0,,47.0,14.4,,1026.5,
2018-09-26,12.2,11.9,16.8,4.0,,299.0,12.3,,1022.6,
2018-09-27,16.4,8.1,20.8,0.6,,351.0,20.2,,1019.8,
2018-09-28,20.2,11.0,31.0,0.0,,357.0,18.5,,1014.4,
2018-09-29,14.4,13.7,20.3,2.4,,196.0,32.4,,1020.1,
2018-09-30,14.5,8.7,18.3,0.0,,172.0,20.2,,1029.3,
2018-10-01,17.0,9.7,21.8,0.0,,0.0,18.1,,1027.9,
2018-10-02,18.6,12.2,23.1,0.0,,15.0,20.6,,1025.4,
2018-10-03,19.4,13.6,26.9,0.0,,305.0,12.8,,1018.0,
2018-10-04,15.0,15.4,16.6,2.2,,190.0,23.8,,1016.9,
2018-10-05,14.3,13.1,15.7,36.0,,167.0,40.4,,1021.1,
2018-10-06,14.8,13.0,17.5,16.4,,190.0,34.2,,1022.4,
2018-10-07,15.5,11.2,16.8,2.8,,224.0,35.4,,1019.6,
2018-10-08,16.5,14.0,19.2,7.4,,220.0,30.2,,1016.7,
2018-10-09,19.2,12.8,25.3,1.0,,355.0,15.1,,1013.5,
2018-10-10,14.6,15.6,17.1,0.0,,175.0,36.4,,1017.4,
2018-10-11,14.3,11.8,17.4,8.2,,156.0,27.8,,1023.8,
2018-10-12,14.6,12.4,18.8,6.6,,143.0,21.0,,1026.2,
2018-10-13,17.4,12.6,21.0,2.2,,79.0,20.1,,1025.3,
2018-10-14,17.8,15.1,21.4,9.8,,70.0,27.3,,1026.1,
2018-10-15,19.2,14.7,22.3,5.4,,55.0,20.3,,1025.2,
2018-10-16,20.6,16.3,24.4,6.8,,33.0,26.3,,1021.7,
2018-10-17,20.1,18.3,24.8,0.6,,21.0,25.9,,1017.1,
2018-10-18,19.9,17.1,25.2,9.4,,11.0,18.1,,1016.2,
2018-10-19,21.9,17.2,28.4,7.2,,22.0,19.7,,1015.8,
2018-10-20,19.9,17.6,29.1,0.0,,23.0,16.1,,1012.4,
2018-10-21,17.0,14.9,18.6,21.0,,188.0,22.4,,1016.0,
2018-10-22,19.9,15.3,23.5,0.0,,91.0,18.6,,1016.9,
2018-10-23,20.6,15.7,27.6,0.0,,10.0,16.1,,1013.2,
2018-10-24,16.8,15.9,18.3,0.0,,186.0,36.9,,1019.0,
2018-10-25,18.8,14.8,22.9,0.0,,143.0,17.3,,1018.8,
2018-10-26,18.0,14.8,21.0,0.0,,179.0,21.1,,1015.7,
2018-10-27,19.9,15.0,25.1,0.0,,62.0,20.6,,1012.5,
2018-10-28,17.0,16.1,18.5,3.0,,163.0,26.0,,1016.3,
2018-10-29,18.0,16.0,21.6,0.0,,54.0,12.3,,1018.4,
2018-10-30,21.1,15.1,26.4,0.0,,15.0,21.1,,1017.3,
2018-10-31,20.7,16.4,24.8,0.0,,165.0,18.4,,1018.2,
2018-11-01,25.1,17.9,30.7,0.2,,68.0,17.4,,1019.5,
2018-11-02,29.3,21.2,38.6,0.0,,339.0,24.5,,1013.4,
2018-11-03,22.5,21.6,33.1,3.6,,54.0,22.9,,1011.9,
2018-11-04,21.9,18.1,26.1,0.0,,51.0,22.0,,1013.5,
2018-11-05,24.5,18.0,26.7,0.0,,17.0,12.8,,1009.8,
2018-11-06,25.4,20.1,31.9,0.0,,358.0,11.5,,1006.3,
2018-11-07,16.1,19.9,21.8,1.0,,185.0,14.2,,1005.4,
2018-11-08,16.2,11.2,19.0,18.6,,191.0,25.4,,1015.8,
2018-11-09,19.0,12.2,23.2,0.0,,2.0,19.9,,1020.2,
2018-11-10,18.0,14.4,22.6,0.0,,145.0,17.2,,1018.6,
2018-11-11,19.3,13.8,23.9,0.0,,50.0,16.2,,1020.9,
2018-11-12,21.0,15.2,24.2,0.0,,99.0,16.4,,1022.0,
2018-11-13,21.8,17.9,26.5,0.0,,23.0,27.1,,1018.0,
2018-11-14,20.9,19.2,24.0,0.0,,22.0,13.4,,1015.4,
2018-11-15,17.6,17.5,21.6,0.2,,190.0,26.8,,1018.5,
2018-11-16,17.6,15.9,20.7,0.2,,184.0,20.7,,1020.3,
2018-11-17,18.8,14.4,21.9,0.0,,190.0,23.3,,1019.8,
2018-11-18,18.6,15.0,22.9,3.8,,129.0,21.9,,1023.1,
